mean_regret,std_regret,time_step
0.07141413986208786,0.03076645023407359,0
0.15692323591021345,0.05849672566108942,1
0.24240246572396287,0.07732000489148114,2
0.3132394690519876,0.09675735277934719,3
0.40338408172198514,0.11551616306105653,4
0.47895102177380355,0.14269211266771867,5
0.5552663567634302,0.1781928660345278,6
0.6219596415315378,0.19427853736754178,7
0.7043022443614222,0.19728233452828875,8
0.7931957135341763,0.20606960223657939,9
0.8783761391611676,0.21332876886949548,10
0.9695207155392002,0.23295325585335355,11
1.0290768365960983,0.23533070765103964,12
1.120872005257872,0.25485597374844177,13
1.1933472895016746,0.2743064360353197,14
1.2694719751378662,0.2973674248944306,15
1.3478842844442096,0.32452225882530894,16
1.4172222593434443,0.33724187528002036,17
1.4977976819934777,0.35547707471760065,18
1.5510627518816165,0.3646723626458868,19
1.634434460036945,0.381789425815078,20
1.7109013858194007,0.4106404685896196,21
1.7721977883710842,0.42713571316179644,22
1.8459341262597602,0.4448019181422381,23
1.9380348779481644,0.45649480963553357,24
2.01206651795953,0.4667745258851628,25
2.09426770618371,0.48670071336150766,26
2.1570694275729867,0.4890789193560443,27
2.244692107257758,0.48765222393362345,28
2.316726913694819,0.512372523890858,29
2.370339259569707,0.5082754692785212,30
2.455078892485248,0.5201552288434071,31
2.511454235316094,0.5227167553566908,32
2.587514556807545,0.531535791008517,33
2.6654015243452536,0.5477628597226069,34
2.710968298380386,0.5389075807360926,35
2.77338426679219,0.5568129432401788,36
2.834466574197548,0.5780944732725835,37
2.9048211574402423,0.6032117553596985,38
2.9813188491814913,0.6129109252444689,39
3.0609570555423846,0.6248559355313712,40
3.123155079016767,0.6542102366334707,41
3.1755078804486976,0.6605431859093204,42
3.2337296282138546,0.6675553906375032,43
3.289585410972434,0.6862012308198961,44
3.35702986601889,0.6961213232238715,45
3.4301255564171003,0.703821926880263,46
3.503153449131564,0.7034896094974035,47
3.5558685966931143,0.7066666049858639,48
3.6120014582158597,0.7167366788141785,49
3.6837138831575387,0.7229795916724003,50
3.7634737444242767,0.7310363446381686,51
3.830467739583784,0.7416830023992645,52
3.894437641587724,0.7615943101460675,53
3.9579827829065977,0.7710800036817254,54
4.014965745458059,0.7821926489668607,55
4.077480706268422,0.7792209786976945,56
4.1454861660141775,0.797612404861235,57
4.202499996103801,0.796383784161485,58
4.265829843011076,0.8001028821231227,59
4.326104086235338,0.7878806739630903,60
4.393860227963665,0.7913046128178932,61
4.445328963803502,0.811118055153953,62
4.518109702048933,0.8308341986315796,63
4.588510901392626,0.8390464833446678,64
4.6534006715556036,0.8331365404361123,65
4.729588257433321,0.8527224391689361,66
4.798374948487038,0.867271812277498,67
4.859506827840333,0.8631254192803011,68
4.922608290275845,0.8797959406930213,69
4.9969193003848416,0.8916213137197794,70
5.0720651260153495,0.9021692236185934,71
5.146710921723492,0.912831211929107,72
5.207591524641989,0.9319354937852482,73
5.273602322712167,0.957552510432644,74
5.34478431423186,0.9665550195667447,75
5.40680432902442,0.9843318460817468,76
5.464092598478954,0.9799087747002275,77
5.51678291733051,0.996178726031518,78
5.571131203860828,0.9997806207168884,79
5.624261142864556,1.0038088135492127,80
5.679630509101729,1.0119124264589017,81
5.748205552388086,1.024741103526914,82
5.795332900456831,1.0448688157574932,83
5.848263767555405,1.065497815435837,84
5.915988343736018,1.0930388371269055,85
5.972733574000038,1.110801958341861,86
6.036127596393507,1.123081692065978,87
6.09010632566656,1.1536672057291082,88
6.1594913203840616,1.1689172049180732,89
6.218687316651063,1.1799086216267503,90
6.279460461880378,1.200197664165939,91
6.3434718647806125,1.224216113478676,92
6.412565589408667,1.2473600466690091,93
6.47780064069679,1.2707030973233602,94
6.5410796293918,1.286049250848008,95
6.630355235123021,1.3088945422802398,96
6.685542997249695,1.3354498032961726,97
6.75178804391666,1.3489921767758046,98
6.820655068036214,1.3694175526000478,99
6.890395569621525,1.3797752652346045,100
6.964139012867062,1.3871693768442674,101
7.021577701451872,1.392406102416919,102
7.079774836114036,1.4079636062459864,103
7.130147692277359,1.4143669162370622,104
7.1941197570528415,1.4454131158853363,105
7.255087887097858,1.4438726375337367,106
7.322532392179474,1.462479224437342,107
7.386815622492344,1.487150216773696,108
7.430968207199117,1.503322937764743,109
7.488201290052747,1.5354998328007632,110
7.5546367568101385,1.552444697739341,111
7.62091129947068,1.5727836295324646,112
7.670304020267407,1.5848354963257463,113
7.737245672778478,1.6086533453894594,114
7.808289775569375,1.627881060874417,115
7.8631108595319334,1.6496080315251664,116
7.922013632388437,1.6889427677302167,117
7.989805003014456,1.7174449825455451,118
8.06207796089933,1.7330070269773923,119
8.133256566220348,1.7537990102009924,120
8.197183789070651,1.770014384146349,121
8.259090171553385,1.7865580628322497,122
8.329244040009192,1.813043170316891,123
8.400268770039222,1.8229303402730537,124
8.46129729117541,1.8531245375975958,125
8.526789355975135,1.8737349507277465,126
8.583008692031303,1.893880396550644,127
8.634799897076045,1.9077934650263864,128
8.707681344782447,1.9331781725921962,129
8.770033627574728,1.9609888796940558,130
8.825160956198722,1.9965185521699775,131
8.895216556431347,2.0089070269408147,132
8.96235640487712,2.0288909002928412,133
9.020438741993495,2.0284323786906215,134
9.071803920735828,2.0483945567051496,135
9.139620367694588,2.058907641851088,136
9.218329663069195,2.0857751437950047,137
9.28551780296475,2.1080431583184467,138
9.348165172670882,2.1387103094213047,139
9.409074770107363,2.167438375529514,140
9.47220371155436,2.183489683653639,141
9.532503009023108,2.1885846204196313,142
9.601184045285091,2.2078689837762804,143
9.672879191365581,2.2243092229512214,144
9.753024678307003,2.24247290891078,145
9.827199128833136,2.2524454217886616,146
9.892462357747934,2.273546738306333,147
9.960778759525857,2.287076794731199,148
10.017109089165888,2.314873534339847,149
10.069918567091939,2.3417684916693573,150
10.135842614860902,2.3641839172044885,151
10.192468850162694,2.382808070083372,152
10.259662555395096,2.398542287747881,153
10.327696630576211,2.426928552605152,154
10.38487523274738,2.444046739060552,155
10.444658618425276,2.452261477493773,156
10.509190348329845,2.4777588278890814,157
10.588949961966915,2.482179995180218,158
10.640181717808362,2.494167781471706,159
10.69822175870581,2.50138362907079,160
10.747300184135835,2.517584243597449,161
10.814012129068228,2.522390639269211,162
10.877381237030857,2.5328410503383223,163
10.950783673963572,2.536185142744573,164
11.009650701813905,2.5502918679330766,165
11.06541512121684,2.5674196399510603,166
11.133365173690091,2.587649694903152,167
11.192032320801971,2.605201390218674,168
11.252689072591595,2.61895421955305,169
11.305596456184647,2.643686584054999,170
11.3540362368547,2.6750229094550546,171
11.408655252600273,2.6918135652873807,172
11.448762777874158,2.7057016816730264,173
11.502577531724183,2.7184064269682215,174
11.568502760316036,2.7306964117542587,175
11.628794895978594,2.7504851635493224,176
11.695403025687385,2.77179926762362,177
11.739028728826431,2.7917165817476706,178
11.783827379489916,2.809193660362254,179
11.84700951025501,2.821510219438482,180
11.911612563578286,2.841008822952613,181
11.965787144181425,2.851121205540911,182
12.01767640585019,2.8669192844594273,183
12.092644572392725,2.8742535872984747,184
12.15204832435821,2.9031229739261266,185
12.223442572193216,2.9067782325516487,186
12.284952650060035,2.9252493386932246,187
12.366600772263208,2.9492616446770143,188
12.423131360756335,2.961866117806323,189
12.483563778936796,2.979354255928447,190
12.533465537621833,3.001149508599346,191
12.588928056116604,3.0143003964079007,192
12.657578553864015,3.018939953752624,193
12.70779865601995,3.0458915968857245,194
12.770048842043973,3.0533288400982572,195
12.815842664378343,3.0731857926598076,196
12.866100469720337,3.0673163422894074,197
12.925414298220911,3.078168678831577,198
12.995845536754894,3.0806131215459973,199
13.05507207980288,3.0888678713921074,200
13.110518961965056,3.1056876763489143,201
13.172967139308716,3.133230908096592,202
13.231957496681995,3.144099125267591,203
13.289609089896118,3.1713337709522658,204
13.341557972603244,3.191391874747267,205
13.40404755557643,3.210487782589786,206
13.450664883851578,3.2302682711952992,207
13.516558195920075,3.2386435350394644,208
13.59499975645132,3.2586202688563928,209
13.654756132508599,3.2738659805945787,210
13.736141593797688,3.2841482300963944,211
13.804882565795657,3.2947035471501853,212
13.873471127520755,3.3207117364072625,213
