agent,total_seconds,seconds_per_run
EpsilonGreedy (e=0.1),2.757068309932947,0.13785341549664737
UCB1 (c=2),7.410378932952881,0.37051894664764407
ThompsonSampling,9.51667445152998,0.475833722576499
