agent,total_seconds,seconds_per_run
EpsilonGreedy (e=0.1),2.409284118562937,0.12046420592814684
UCB1 (c=2),7.080127760767937,0.35400638803839685
ThompsonSampling,9.190427992492914,0.4595213996246457
