mean_regret,std_regret,time_step
0.07125017404350725,0.05036693732767795,0
0.14668869095466136,0.09966081941643815,1
0.2179388649981686,0.14951870713199122,2
0.2916896111787271,0.20075705167767172,3
0.3653460453036413,0.25235905264854036,4
0.4390055933215047,0.3013444552826456,5
0.514891410030422,0.34376996964633894,6
0.5840209863750174,0.3921565059403288,7
0.6553214043934348,0.44365158247428166,8
0.7219938623924289,0.4912498482953927,9
0.7928804241929266,0.5427396161704114,10
0.8620100005375221,0.591716543614017,11
0.9297184333025619,0.6394822949264503,12
0.9988480096471577,0.6887203344864509,13
1.0711791462260634,0.7339486310643558,14
1.14227373704239,0.7738242651315308,15
1.2113641058028555,0.8128597942348451,16
1.277603882836563,0.8287316767031135,17
1.3339201412824209,0.8585472238900526,18
1.398368035531923,0.8874982981021458,19
1.4548676379895507,0.9205523921535287,20
1.5093262602591824,0.9530212322811362,21
1.56935957037258,0.9903769043437285,22
1.6344308809055383,1.0328368142661335,23
1.6959156899534242,1.072014332125227,24
1.7580888970501634,1.1166049142730545,25
1.8140626007928642,1.150073347528658,26
1.874450511921917,1.1833225769927476,27
1.937156662483216,1.2110363249397542,28
2.0054789767112586,1.2231562206539688,29
2.0737297408667095,1.2501681597013328,30
2.134665850025388,1.2645633532513458,31
2.202542676202298,1.2867591796318014,32
2.265497694081035,1.3108117381497313,33
2.3244127231987077,1.3479156704455748,34
2.388186362289164,1.3658215338860944,35
2.453654379418371,1.3889151117301641,36
2.5106821532669406,1.423487037680632,37
2.562676790197185,1.4394601028410532,38
2.6150115322226513,1.4593625970829567,39
2.6609464701490224,1.4856853533790624,40
2.7022674492537506,1.5119205963466997,41
2.753102493347756,1.5319119547487765,42
2.8065195669371463,1.5597460375421641,43
2.850899866883855,1.5912776179030959,44
2.896297943460669,1.623684222755377,45
2.9503437036717868,1.6475674901129844,46
3.010225550730919,1.6748056269360097,47
3.0669168283503945,1.7008211993349716,48
3.1264634165226237,1.7251921125643348,49
3.182177778267879,1.7527514655859096,50
3.2342550218228316,1.7793896882224636,51
3.2863322653777844,1.8068681040761068,52
3.343914421049964,1.83769543419164,53
3.399297500575109,1.8647109929221117,54
3.463404664552897,1.899091657887273,55
3.5241818123676545,1.93256614026977,56
3.5871334603884413,1.9680074386980966,57
3.6439190529054217,2.000528436315007,58
3.703703073645369,2.035071114083637,59
3.7684599616716326,2.0649774750073058,60
3.814106120959533,2.100094038026577,61
3.86095693185599,2.135089850915457,62
3.9157336457516463,2.173105763227824,63
3.9697293164162977,2.1991534509768753,64
4.027537989359112,2.2129388523339553,65
4.092623248970451,2.234980229686562,66
